#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NOD2	RIPK2	4437679	4433128	9606.ENSP00000300589	9606.ENSP00000220751	0	0	0	0	0	0.384	0.900	0.893	0.992
JUNB	FOSB	4437951	4433953	9606.ENSP00000303315	9606.ENSP00000245919	0	0	0	0	0.346	0.588	0.900	0.766	0.992
FOXO3	SGK1	4447277	4442972	9606.ENSP00000385824	9606.ENSP00000356832	0	0	0	0	0.061	0.522	0.900	0.855	0.992
IL6R	STAT3	4443110	4435468	9606.ENSP00000357470	9606.ENSP00000264657	0	0	0	0	0.062	0.379	0.900	0.878	0.992
CXCL8	IL1B	4438229	4435241	9606.ENSP00000306512	9606.ENSP00000263341	0	0	0	0	0.676	0	0	0.977	0.992
P2RX7	PANX1	4440203	4433395	9606.ENSP00000330696	9606.ENSP00000227638	0	0	0	0	0	0.379	0.900	0.890	0.992
RHOA	ARHGEF2	4448110	4442552	9606.ENSP00000400175	9606.ENSP00000354837	0	0	0	0	0.090	0.584	0.900	0.833	0.992
JUN	ATF2	4443699	4435379	9606.ENSP00000360266	9606.ENSP00000264110	0	0	0	0.576	0.064	0.885	0.900	0.764	0.992
TNF	IL4	4448041	4433533	9606.ENSP00000398698	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.931	0.992
VEGFA	HGF	4451310	4433227	9606.ENSP00000478570	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.923	0.992
CD44	SPP1	4448037	4446370	9606.ENSP00000398632	9606.ENSP00000378517	0	0	0	0	0.062	0.379	0.900	0.892	0.992
MTHFR	TYMS	4444752	4439011	9606.ENSP00000365777	9606.ENSP00000315644	0.112	0	0	0	0.074	0	0.900	0.920	0.992
APOE	APOA1	4434227	4433668	9606.ENSP00000252486	9606.ENSP00000236850	0	0	0	0	0.206	0.299	0.900	0.859	0.991
CCL4	CXCL8	4451651	4438229	9606.ENSP00000482259	9606.ENSP00000306512	0	0	0	0	0.211	0.379	0.900	0.838	0.991
IL23R	IL12B	4439435	4433529	9606.ENSP00000321345	9606.ENSP00000231228	0	0	0	0	0	0.858	0.900	0.444	0.991
MAP2K1	MAPK1	4437859	4432880	9606.ENSP00000302486	9606.ENSP00000215832	0	0	0.311	0.594	0.064	0.837	0.900	0.970	0.991
CCL5	CXCL9	4451102	4442567	9606.ENSP00000474412	9606.ENSP00000354901	0	0	0	0	0.266	0.221	0.900	0.861	0.991
AGER	S100A12	4444498	4443165	9606.ENSP00000364210	9606.ENSP00000357726	0	0	0	0	0.065	0.379	0.900	0.868	0.991
MMP9	PLG	4443919	4438461	9606.ENSP00000361405	9606.ENSP00000308938	0	0	0	0	0.063	0.379	0.900	0.863	0.991
STAT5A	IL2	4441128	4433376	9606.ENSP00000341208	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.918	0.991
JUN	TP53	4443699	4435880	9606.ENSP00000360266	9606.ENSP00000269305	0	0	0	0	0	0.127	0.900	0.912	0.991
FKBP5	NR3C1	4450132	4433539	9606.ENSP00000444810	9606.ENSP00000231509	0	0	0	0	0	0.325	0.900	0.883	0.991
ITGAM	C3	4449997	4433951	9606.ENSP00000441691	9606.ENSP00000245907	0	0	0	0	0.062	0.852	0.900	0.475	0.991
ITGAM	ICAM1	4449997	4435501	9606.ENSP00000441691	9606.ENSP00000264832	0	0	0	0	0.093	0.462	0.900	0.837	0.991
LEP	PPARG	4438805	4436745	9606.ENSP00000312652	9606.ENSP00000287820	0	0	0	0	0.061	0	0.900	0.915	0.991
STAT5B	IL2	4437006	4433376	9606.ENSP00000293328	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.915	0.991
HSP90AA1	NOS3	4440643	4437409	9606.ENSP00000335153	9606.ENSP00000297494	0	0	0	0	0.060	0.379	0.900	0.873	0.991
ATG16L1	NOD2	4445977	4437679	9606.ENSP00000375872	9606.ENSP00000300589	0	0	0	0	0	0.379	0.800	0.934	0.991
CD14	TLR2	4438033	4434743	9606.ENSP00000304236	9606.ENSP00000260010	0	0	0	0	0.612	0.393	0.900	0.691	0.991
IL18R1	IL18RAP	4447483	4435408	9606.ENSP00000387211	9606.ENSP00000264260	0	0	0	0.686	0.526	0.800	0.900	0.581	0.991
IL6ST	IL6R	4445526	4443110	9606.ENSP00000370698	9606.ENSP00000357470	0	0	0	0.559	0.062	0.875	0.900	0.827	0.991
IL4	CCL2	4433533	4433339	9606.ENSP00000231449	9606.ENSP00000225831	0	0	0	0	0	0	0.900	0.918	0.991
IL1B	IL4	4435241	4433533	9606.ENSP00000263341	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.916	0.991
ATF2	MAPK14	4435379	4433482	9606.ENSP00000264110	9606.ENSP00000229795	0	0	0	0	0	0.567	0.900	0.817	0.991
ATG5	ATG16L2	4443253	4439843	9606.ENSP00000358072	9606.ENSP00000326340	0	0	0	0	0.061	0.809	0.800	0.801	0.991
ALB	APOA1	4437206	4433668	9606.ENSP00000295897	9606.ENSP00000236850	0	0	0	0	0.698	0.104	0.900	0.709	0.991
IL10	IL18	4448642	4436375	9606.ENSP00000412237	9606.ENSP00000280357	0	0	0	0	0.062	0	0.900	0.915	0.991
FEN1	MSH2	4438133	4433580	9606.ENSP00000305480	9606.ENSP00000233146	0.056	0	0	0	0.418	0.925	0	0.789	0.990
PTPRC	CXCR4	4448605	4447439	9606.ENSP00000411355	9606.ENSP00000386884	0	0	0	0	0.224	0.379	0.900	0.829	0.990
TOLLIP	TLR2	4438950	4434743	9606.ENSP00000314733	9606.ENSP00000260010	0	0	0	0	0	0.379	0.800	0.931	0.990
EP300	KAT2A	4435224	4433343	9606.ENSP00000263253	9606.ENSP00000225916	0	0	0	0	0.062	0.454	0.900	0.830	0.990
HSP90AA1	TP53	4440643	4435880	9606.ENSP00000335153	9606.ENSP00000269305	0	0	0	0	0.049	0.432	0.900	0.849	0.990
TRAF6	CYLD	4449680	4447722	9606.ENSP00000433623	9606.ENSP00000392025	0	0	0	0	0	0.568	0.900	0.802	0.990
IL13	STAT6	4438088	4437641	9606.ENSP00000304915	9606.ENSP00000300134	0	0	0	0	0	0	0.900	0.912	0.990
KAT5	TP53	4441035	4435880	9606.ENSP00000340330	9606.ENSP00000269305	0	0	0	0	0	0.379	0.900	0.854	0.990
MASP2	MBL2	4447034	4444298	9606.ENSP00000383690	9606.ENSP00000363079	0	0	0	0	0.140	0.313	0.900	0.860	0.990
PPARG	EP300	4436745	4435224	9606.ENSP00000287820	9606.ENSP00000263253	0	0	0	0	0	0.847	0.900	0.443	0.990
CREB1	FOS	4447522	4438204	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.911	0.990
TP53	MAPK14	4435880	4433482	9606.ENSP00000269305	9606.ENSP00000229795	0	0	0	0	0	0.472	0.900	0.837	0.990
FN1	ALB	4441661	4437206	9606.ENSP00000346839	9606.ENSP00000295897	0	0	0	0	0.077	0.104	0.900	0.899	0.990
CD44	HMMR	4448037	4446202	9606.ENSP00000398632	9606.ENSP00000377492	0	0	0	0	0	0.379	0.900	0.854	0.990
NFATC1	FOS	4447603	4438204	9606.ENSP00000389377	9606.ENSP00000306245	0	0	0	0	0	0.231	0.900	0.883	0.990
TNF	RELA	4448041	4447098	9606.ENSP00000398698	9606.ENSP00000384273	0	0	0	0	0	0.428	0.900	0.849	0.990
SOCS3	LEP	4440175	4438805	9606.ENSP00000330341	9606.ENSP00000312652	0	0	0	0	0.062	0	0.900	0.901	0.989
CASP3	MAPK14	4438651	4433482	9606.ENSP00000311032	9606.ENSP00000229795	0	0	0	0	0.061	0.521	0.900	0.793	0.989
IL3	IL2	4437348	4433376	9606.ENSP00000296870	9606.ENSP00000226730	0	0	0	0	0.077	0	0.900	0.898	0.989
IL1R1	IL1A	4447368	4435240	9606.ENSP00000386380	9606.ENSP00000263339	0	0	0	0	0.061	0.457	0.900	0.826	0.989
RAC1	STAT3	4441834	4435468	9606.ENSP00000348461	9606.ENSP00000264657	0	0	0	0	0	0.397	0.900	0.846	0.989
ITGB2	ICAM1	4446737	4435501	9606.ENSP00000380948	9606.ENSP00000264832	0	0	0	0	0.113	0.379	0.900	0.829	0.989
APAF1	XIAP	4450251	4443692	9606.ENSP00000448165	9606.ENSP00000360242	0	0	0	0	0.114	0.524	0.900	0.771	0.989
STAT3	MAPK1	4435468	4432880	9606.ENSP00000264657	9606.ENSP00000215832	0	0	0	0	0.060	0.384	0.900	0.837	0.989
KAT5	EP300	4441035	4435224	9606.ENSP00000340330	9606.ENSP00000263253	0	0	0	0	0.086	0.472	0.900	0.807	0.989
MUC5AC	MUC1	4452101	4451890	9606.ENSP00000485659	9606.ENSP00000484824	0	0	0	0	0.098	0	0.900	0.891	0.989
GPR55	CNR1	4445980	4443334	9606.ENSP00000375894	9606.ENSP00000358513	0	0	0	0	0	0	0.900	0.899	0.989
GHRL	GHSR	4440636	4433795	9606.ENSP00000335074	9606.ENSP00000241256	0	0	0	0	0	0.379	0.600	0.960	0.989
IL17RA	IL17C	4439403	4433888	9606.ENSP00000320936	9606.ENSP00000244241	0	0	0	0	0	0.281	0.900	0.860	0.989
VEGFA	MMP9	4451310	4443919	9606.ENSP00000478570	9606.ENSP00000361405	0	0	0	0	0	0	0.800	0.946	0.989
GCG	LEP	4447518	4438805	9606.ENSP00000387662	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0.900	0.989
TLR4	CD14	4444300	4438033	9606.ENSP00000363089	9606.ENSP00000304236	0	0	0	0	0.264	0.472	0.900	0.758	0.989
HRAS	GRB2	4448459	4446042	9606.ENSP00000407586	9606.ENSP00000376345	0	0	0	0	0.089	0.573	0.900	0.760	0.989
MMP3	TIMP1	4437610	4433052	9606.ENSP00000299855	9606.ENSP00000218388	0	0	0	0	0.109	0.887	0	0.904	0.989
TNF	IL1B	4448041	4435241	9606.ENSP00000398698	9606.ENSP00000263341	0	0	0	0	0.441	0	0	0.981	0.989
CTGF	TGFB1	4442998	4433189	9606.ENSP00000356954	9606.ENSP00000221930	0	0	0	0	0.061	0.379	0.900	0.842	0.989
GHR	JAK2	4451768	4445579	9606.ENSP00000483403	9606.ENSP00000371067	0	0	0	0	0	0.472	0.900	0.816	0.989
TAC1	KNG1	4439413	4435537	9606.ENSP00000321106	9606.ENSP00000265023	0	0	0	0	0	0	0.900	0.893	0.988
GRB2	MAPK1	4446042	4432880	9606.ENSP00000376345	9606.ENSP00000215832	0	0	0	0	0.062	0.379	0.900	0.830	0.988
FN1	EGF	4441661	4435570	9606.ENSP00000346839	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.888	0.988
CCL20	CXCL8	4442174	4438229	9606.ENSP00000351671	9606.ENSP00000306512	0	0	0	0	0.552	0	0.900	0.758	0.988
TYK2	STAT3	4449608	4435468	9606.ENSP00000431885	9606.ENSP00000264657	0	0	0	0	0.061	0.124	0.900	0.872	0.988
IL6	IL13	4447254	4438088	9606.ENSP00000385675	9606.ENSP00000304915	0	0	0	0	0	0	0.900	0.893	0.988
TLR4	MAP3K7	4444300	4443300	9606.ENSP00000363089	9606.ENSP00000358335	0	0	0	0	0	0.809	0.900	0.444	0.988
NLRP3	IL1B	4440784	4435241	9606.ENSP00000337383	9606.ENSP00000263341	0	0	0	0	0.232	0	0.800	0.933	0.988
VEGFA	FN1	4451310	4441661	9606.ENSP00000478570	9606.ENSP00000346839	0	0	0	0	0.076	0	0.900	0.880	0.988
MBL2	FCN3	4444298	4435966	9606.ENSP00000363079	9606.ENSP00000270879	0	0	0	0	0	0.157	0.900	0.870	0.988
CD163	HP	4442211	4441808	9606.ENSP00000352071	9606.ENSP00000348170	0	0	0	0	0.061	0.379	0.900	0.824	0.988
CARD8	NLRP3	4445959	4440784	9606.ENSP00000375767	9606.ENSP00000337383	0	0.009	0	0	0.076	0.379	0.900	0.827	0.988
IRAK1	TLR2	4443435	4434743	9606.ENSP00000358997	9606.ENSP00000260010	0	0	0	0	0.049	0.467	0.900	0.793	0.988
CCL5	CCR2	4451102	4436955	9606.ENSP00000474412	9606.ENSP00000292301	0	0	0	0	0.105	0.084	0.900	0.875	0.988
EGF	CDH1	4435570	4434944	9606.ENSP00000265171	9606.ENSP00000261769	0	0	0	0	0	0.064	0.900	0.889	0.988
FOS	STAT3	4438204	4435468	9606.ENSP00000306245	9606.ENSP00000264657	0	0	0	0	0	0.423	0.900	0.811	0.988
CXCL12	CCL25	4446453	4445907	9606.ENSP00000379140	9606.ENSP00000375086	0	0	0	0	0	0.664	0.900	0.674	0.988
IL1A	IL1RN	4435240	4434682	9606.ENSP00000263339	9606.ENSP00000259206	0	0	0	0	0.185	0	0.900	0.872	0.988
JUNB	ATF2	4437951	4435379	9606.ENSP00000303315	9606.ENSP00000264110	0	0	0	0.571	0.064	0.874	0.900	0.310	0.988
RAC1	RPS6KB1	4441834	4433324	9606.ENSP00000348461	9606.ENSP00000225577	0	0	0	0	0	0.872	0.900	0.196	0.988
MAP3K1	CD40	4446923	4443911	9606.ENSP00000382423	9606.ENSP00000361359	0	0	0	0	0	0.776	0.900	0.468	0.987
TP53	EGR1	4435880	4433758	9606.ENSP00000269305	9606.ENSP00000239938	0	0	0	0	0	0.388	0.900	0.804	0.987
ETS1	MAPK1	4446058	4432880	9606.ENSP00000376436	9606.ENSP00000215832	0	0	0	0	0	0.586	0.900	0.724	0.987
IL2RA	STAT5B	4445295	4437006	9606.ENSP00000369293	9606.ENSP00000293328	0	0	0	0	0	0.379	0.900	0.812	0.987
HRAS	RASGRP1	4448459	4438572	9606.ENSP00000407586	9606.ENSP00000310244	0	0	0	0	0	0.524	0.900	0.752	0.987
IRF4	STAT6	4445477	4437641	9606.ENSP00000370343	9606.ENSP00000300134	0	0	0	0	0.073	0.407	0.900	0.801	0.987
TNFAIP3	TNF	4451592	4448041	9606.ENSP00000481570	9606.ENSP00000398698	0	0	0	0	0.229	0.369	0.900	0.777	0.987
IL23R	STAT3	4439435	4435468	9606.ENSP00000321345	9606.ENSP00000264657	0	0	0	0	0	0.320	0.900	0.831	0.987
MAP3K7	PRKCQ	4443300	4435203	9606.ENSP00000358335	9606.ENSP00000263125	0	0	0	0.560	0.062	0.864	0.900	0.221	0.987
IL6ST	STAT3	4445526	4435468	9606.ENSP00000370698	9606.ENSP00000264657	0	0	0	0	0.063	0.400	0.900	0.797	0.987
ITGAM	FCGR2A	4449997	4435978	9606.ENSP00000441691	9606.ENSP00000271450	0	0	0	0	0.303	0	0.900	0.839	0.987
ENSG00000255819	MICB	4451508	4434214	9606.ENSP00000480609	9606.ENSP00000252229	0	0	0	0	0	0	0.800	0.938	0.987
CD44	MMP9	4448037	4443919	9606.ENSP00000398632	9606.ENSP00000361405	0	0	0	0	0	0.379	0.900	0.817	0.987
RELA	CXCL8	4447098	4438229	9606.ENSP00000384273	9606.ENSP00000306512	0	0	0	0	0.065	0.342	0.900	0.817	0.987
EPHX1	CYP1A1	4451441	4445265	9606.ENSP00000480004	9606.ENSP00000369050	0	0	0	0	0.055	0.149	0.900	0.848	0.986
TGFB2	TGFBR2	4442765	4442197	9606.ENSP00000355896	9606.ENSP00000351905	0	0	0	0	0	0.507	0.900	0.742	0.986
FKBP5	HSP90AA1	4450132	4440643	9606.ENSP00000444810	9606.ENSP00000335153	0	0	0	0	0.074	0.548	0.900	0.705	0.986
JUN	SMAD3	4443699	4440414	9606.ENSP00000360266	9606.ENSP00000332973	0	0	0	0	0	0.472	0.900	0.764	0.986
FOXP3	IFNG	4444690	4433446	9606.ENSP00000365380	9606.ENSP00000229135	0	0	0	0	0.060	0.441	0.900	0.776	0.986
TP53	STAT3	4435880	4435468	9606.ENSP00000269305	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.870	0.986
FOS	ATF2	4438204	4435379	9606.ENSP00000306245	9606.ENSP00000264110	0	0	0	0.568	0	0.831	0.900	0.531	0.986
TNF	JUN	4448041	4443699	9606.ENSP00000398698	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.871	0.986
STAT5A	MAPK1	4441128	4432880	9606.ENSP00000341208	9606.ENSP00000215832	0	0	0	0	0.061	0.517	0.900	0.746	0.986
TRAF6	MAP3K1	4449680	4446923	9606.ENSP00000433623	9606.ENSP00000382423	0	0	0	0	0	0.776	0.900	0.441	0.986
HSPA2	HSP90AA1	4446310	4440643	9606.ENSP00000378199	9606.ENSP00000335153	0	0	0	0	0.317	0.632	0.900	0.533	0.986
VEGFA	ALB	4451310	4437206	9606.ENSP00000478570	9606.ENSP00000295897	0	0	0	0	0.062	0	0.900	0.871	0.986
HLA-B	HLA-A	4448060	4446577	9606.ENSP00000399168	9606.ENSP00000379873	0	0	0	0.982	0.370	0.802	0.900	0.956	0.986
ENSG00000026036	TNFSF14	4451476	4450900	9606.ENSP00000480348	9606.ENSP00000469049	0	0	0	0	0	0.855	0.800	0.581	0.986
GRB2	JAK2	4446042	4445579	9606.ENSP00000376345	9606.ENSP00000371067	0	0	0	0	0	0.521	0.900	0.732	0.986
IL18BP	IL37	4447090	4435238	9606.ENSP00000384212	9606.ENSP00000263326	0	0	0	0	0.054	0.379	0.900	0.801	0.986
IL17A	IL17F	4441397	4440787	9606.ENSP00000344192	9606.ENSP00000337432	0	0	0	0.901	0.298	0.800	0.900	0.920	0.986
MUC1	MUC4	4451890	4448901	9606.ENSP00000484824	9606.ENSP00000417498	0	0	0	0	0.088	0	0.900	0.867	0.986
SMAD3	MAPK1	4440414	4432880	9606.ENSP00000332973	9606.ENSP00000215832	0	0	0	0	0.060	0.455	0.900	0.758	0.986
IL18	IL4	4436375	4433533	9606.ENSP00000280357	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.872	0.986
ITGAM	CD14	4449997	4438033	9606.ENSP00000441691	9606.ENSP00000304236	0	0	0	0	0.527	0	0.900	0.708	0.985
NCF4	RAC2	4446646	4434085	9606.ENSP00000380334	9606.ENSP00000249071	0	0	0	0	0.306	0.241	0.900	0.757	0.985
ENSG00000026036	FASLG	4451476	4442944	9606.ENSP00000480348	9606.ENSP00000356694	0	0	0	0	0	0.800	0.800	0.672	0.985
CCL7	CCR2	4445079	4436955	9606.ENSP00000367832	9606.ENSP00000292301	0	0	0	0	0.061	0.437	0.800	0.882	0.985
CCL4	CXCL9	4451651	4442567	9606.ENSP00000482259	9606.ENSP00000354901	0	0	0	0	0.228	0	0.900	0.825	0.985
P4HA2	P4HB	4447190	4439955	9606.ENSP00000384999	9606.ENSP00000327801	0	0	0	0	0.109	0.446	0.900	0.736	0.985
IL6	CXCL8	4447254	4438229	9606.ENSP00000385675	9606.ENSP00000306512	0	0	0	0	0.581	0	0	0.966	0.985
FN1	TGFB1	4441661	4433189	9606.ENSP00000346839	9606.ENSP00000221930	0	0	0	0	0.061	0	0.900	0.859	0.985
ARHGEF28	RHOA	4450010	4448110	9606.ENSP00000441913	9606.ENSP00000400175	0	0	0	0	0	0.569	0.900	0.689	0.985
ETS1	JUN	4446058	4443699	9606.ENSP00000376436	9606.ENSP00000360266	0	0	0	0	0.061	0.621	0.900	0.643	0.985
ITGAE	CDH1	4435192	4434944	9606.ENSP00000263087	9606.ENSP00000261769	0	0	0	0	0	0.386	0.900	0.780	0.985
ERN1	XBP1	4448175	4432900	9606.ENSP00000401445	9606.ENSP00000216037	0	0	0	0	0	0	0.800	0.928	0.985
IRAK1	NFKBIA	4443435	4432983	9606.ENSP00000358997	9606.ENSP00000216797	0	0	0	0	0	0.261	0.900	0.814	0.985
IL10	ICAM1	4448642	4435501	9606.ENSP00000412237	9606.ENSP00000264832	0	0	0	0	0	0	0.900	0.858	0.985
CREB1	MAPK14	4447522	4433482	9606.ENSP00000387699	9606.ENSP00000229795	0	0	0	0	0	0.379	0.900	0.789	0.985
IRAK1	IRAK3	4443435	4434840	9606.ENSP00000358997	9606.ENSP00000261233	0	0	0	0.712	0.055	0.813	0.900	0.881	0.985
HNRNPA1	HNRNPD	4441190	4438847	9606.ENSP00000341826	9606.ENSP00000313199	0	0	0	0.814	0.317	0.771	0.900	0.688	0.985
IRF4	STAT3	4445477	4435468	9606.ENSP00000370343	9606.ENSP00000264657	0	0	0	0	0	0.299	0.900	0.805	0.985
PTPN2	STAT3	4438733	4435468	9606.ENSP00000311857	9606.ENSP00000264657	0	0	0	0	0.064	0.415	0.900	0.760	0.985
TIMP3	MMP2	4435687	4433061	9606.ENSP00000266085	9606.ENSP00000219070	0	0	0	0	0.288	0.457	0.800	0.838	0.985
PSMB9	TAP1	4444464	4441602	9606.ENSP00000363993	9606.ENSP00000346206	0	0	0	0	0.917	0.348	0	0.752	0.985
JUN	NR3C1	4443699	4433539	9606.ENSP00000360266	9606.ENSP00000231509	0	0	0	0	0	0.472	0.900	0.739	0.985
SHC1	GRAP2	4448165	4440932	9606.ENSP00000401303	9606.ENSP00000339186	0	0	0	0	0.061	0.577	0.900	0.681	0.985
TGFBR2	SMAD3	4442197	4440414	9606.ENSP00000351905	9606.ENSP00000332973	0	0	0	0	0.097	0.477	0.900	0.732	0.985
HSP90AA1	HDAC6	4440643	4440521	9606.ENSP00000335153	9606.ENSP00000334061	0	0	0	0	0.054	0.470	0.900	0.749	0.985
IGFBP3	TP53	4445494	4435880	9606.ENSP00000370473	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.858	0.985
TP53	MAPK1	4435880	4432880	9606.ENSP00000269305	9606.ENSP00000215832	0	0	0	0	0.055	0.532	0.800	0.859	0.985
MCL1	STAT3	4443243	4435468	9606.ENSP00000358022	9606.ENSP00000264657	0	0	0	0	0.064	0.084	0.900	0.854	0.985
HSPA1B	HSP90AA1	4444599	4440643	9606.ENSP00000364801	9606.ENSP00000335153	0	0	0	0	0.317	0.599	0.900	0.517	0.985
RHOA	MAPK1	4448110	4432880	9606.ENSP00000400175	9606.ENSP00000215832	0	0	0	0	0.085	0.272	0.900	0.794	0.984
IL3	STAT5B	4437348	4437006	9606.ENSP00000296870	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.848	0.984
TNF	NOS2	4448041	4439909	9606.ENSP00000398698	9606.ENSP00000327251	0	0	0	0	0.063	0	0.900	0.844	0.984
EGF	HGF	4435570	4433227	9606.ENSP00000265171	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.854	0.984
FN1	PLG	4441661	4438461	9606.ENSP00000346839	9606.ENSP00000308938	0	0	0	0	0	0.294	0.900	0.800	0.984
JUNB	JUND	4437951	4434256	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0	0.883	0.152	0.816	0.900	0.931	0.984
IL6	JUN	4447254	4443699	9606.ENSP00000385675	9606.ENSP00000360266	0	0	0	0	0.053	0	0.900	0.850	0.984
TNF	IL6	4448041	4447254	9606.ENSP00000398698	9606.ENSP00000385675	0	0	0	0	0.123	0	0	0.982	0.984
IL2RA	FOXP3	4445295	4444690	9606.ENSP00000369293	9606.ENSP00000365380	0	0	0	0	0.061	0.269	0.900	0.802	0.984
STAT4	JAK2	4446006	4445579	9606.ENSP00000376134	9606.ENSP00000371067	0	0	0	0	0.058	0.124	0.900	0.836	0.984
SOCS1	STAT3	4440100	4435468	9606.ENSP00000329418	9606.ENSP00000264657	0	0	0	0	0	0.106	0.900	0.844	0.984
GCG	IAPP	4447518	4433783	9606.ENSP00000387662	9606.ENSP00000240652	0	0	0	0	0.102	0	0.900	0.840	0.984
BCL2	TP53	4446777	4435880	9606.ENSP00000381185	9606.ENSP00000269305	0	0	0	0	0.050	0.525	0.900	0.705	0.984
IL17F	STAT3	4440787	4435468	9606.ENSP00000337432	9606.ENSP00000264657	0	0	0	0	0	0.299	0.900	0.797	0.984
SMAD3	EP300	4440414	4435224	9606.ENSP00000332973	9606.ENSP00000263253	0	0	0	0	0.049	0.439	0.900	0.743	0.984
FN1	HGF	4441661	4433227	9606.ENSP00000346839	9606.ENSP00000222390	0	0	0	0	0.059	0.518	0.900	0.690	0.984
CXCL9	CCL19	4442567	4438451	9606.ENSP00000354901	9606.ENSP00000308815	0	0	0	0	0.552	0	0.900	0.687	0.984
HLA-A	HLA-C	4446577	4444694	9606.ENSP00000379873	9606.ENSP00000365402	0	0	0	0.980	0.394	0.754	0.900	0.922	0.984
ADAM17	NOTCH1	4438549	4436260	9606.ENSP00000309968	9606.ENSP00000277541	0	0	0	0	0.055	0.461	0.900	0.731	0.984
IL27	EBI3	4441919	4433183	9606.ENSP00000349365	9606.ENSP00000221847	0	0	0	0	0.077	0.379	0.900	0.762	0.984
JAK2	LEP	4445579	4438805	9606.ENSP00000371067	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0.846	0.984
MCL1	TP53	4443243	4435880	9606.ENSP00000358022	9606.ENSP00000269305	0	0	0	0	0.050	0.461	0.900	0.739	0.984
SLC9A3R1	CFTR	4435111	4432552	9606.ENSP00000262613	9606.ENSP00000003084	0	0	0	0	0	0.472	0.900	0.730	0.984
FPR2	ANXA1	4450891	4444796	9606.ENSP00000468897	9606.ENSP00000366109	0	0	0	0	0	0	0.900	0.849	0.984
EGF	STAT3	4435570	4435468	9606.ENSP00000265171	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.853	0.984
IGFBP3	FN1	4445494	4441661	9606.ENSP00000370473	9606.ENSP00000346839	0	0	0	0	0.303	0.379	0.900	0.685	0.984
NCF1	RAC2	4436815	4434085	9606.ENSP00000289473	9606.ENSP00000249071	0	0	0	0	0.155	0.241	0.900	0.782	0.984
HRAS	MAPK1	4448459	4432880	9606.ENSP00000407586	9606.ENSP00000215832	0	0	0	0	0.113	0.262	0.900	0.784	0.984
IL6	IL1B	4447254	4435241	9606.ENSP00000385675	9606.ENSP00000263341	0	0	0	0	0.430	0	0	0.973	0.984
CNR1	DRD2	4443334	4442557	9606.ENSP00000358513	9606.ENSP00000354859	0	0	0	0	0.089	0	0.900	0.844	0.984
IL10	CCR5	4448642	4436956	9606.ENSP00000412237	9606.ENSP00000292303	0	0	0	0	0.103	0	0.900	0.843	0.984
CASP1	NOD1	4449658	4433257	9606.ENSP00000433138	9606.ENSP00000222823	0	0	0	0	0.095	0.393	0.900	0.750	0.984
TNF	MAPK14	4448041	4433482	9606.ENSP00000398698	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.850	0.984
CXCL8	STAT3	4438229	4435468	9606.ENSP00000306512	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.838	0.983
IL6	RELA	4447254	4447098	9606.ENSP00000385675	9606.ENSP00000384273	0	0	0	0	0	0.223	0.900	0.804	0.983
GHR	STAT5B	4451768	4437006	9606.ENSP00000483403	9606.ENSP00000293328	0	0	0	0	0	0.541	0.900	0.670	0.983
VEGFA	JUN	4451310	4443699	9606.ENSP00000478570	9606.ENSP00000360266	0	0	0	0	0.066	0.261	0.900	0.794	0.983
HSP90AA1	NR3C1	4440643	4433539	9606.ENSP00000335153	9606.ENSP00000231509	0	0	0	0	0	0.474	0.900	0.710	0.983
FCGR3B	FCGR3A	4449681	4442995	9606.ENSP00000433642	9606.ENSP00000356946	0	0	0	0.986	0.527	0.682	0.900	0.837	0.983
CREB1	MAPK1	4447522	4432880	9606.ENSP00000387699	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.842	0.983
CXCL12	CCL20	4446453	4442174	9606.ENSP00000379140	9606.ENSP00000351671	0	0	0	0	0	0.546	0.900	0.674	0.983
SERPINA1	ALB	4448813	4437206	9606.ENSP00000416066	9606.ENSP00000295897	0	0	0	0	0.292	0	0.900	0.789	0.983
ACTA2	TPM3	4448229	4443118	9606.ENSP00000402373	9606.ENSP00000357516	0	0	0	0	0.111	0.674	0.900	0.511	0.983
